,Date,Long_rate,Country,Variable_long
6,2003,3.40750833333333,PK,FIGB_PA
7,2004,4.63016666666667,PK,FIGB_PA
8,2005,6.19175,PK,FIGB_PA
9,2006,8.46916666666667,PK,FIGB_PA
10,2007,9.49333333333333,PK,FIGB_PA
11,2008,12.105,PK,FIGB_PA
12,2009,12.725,PK,FIGB_PA
13,2010,12.9412166666667,PK,FIGB_PA
14,2011,13.3657458333333,PK,FIGB_PA
15,2012,11.7269291666667,PK,FIGB_PA
16,2013,10.86325,PK,FIGB_PA
17,2014,11.8749083333333,PK,FIGB_PA
18,2015,7.71905,PK,FIGB_PA
19,2016,6.31819444444444,PK,FIGB_PA
20,2017,6.39179444444444,PK,FIGB_PA
21,2018,9.7341,PK,FIGB_PA
22,2019,12.6719166666667,PK,FIGB_PA
23,2020,8.95338333333333,PK,FIGB_PA
0,2005,7.995,PG,FIGB_PA
1,2006,8.17,PG,FIGB_PA
2,2007,8.42166666666667,PG,FIGB_PA
3,2008,9.23833333333333,PG,FIGB_PA
4,2009,11.66,PG,FIGB_PA
5,2010,10.8625041666667,PG,FIGB_PA
6,2011,8.917875,PG,FIGB_PA
7,2012,9.06083333333333,PG,FIGB_PA
8,2013,8.13166666666667,PG,FIGB_PA
9,2014,10.1483333333333,PG,FIGB_PA
10,2015,10.7904166666667,PG,FIGB_PA
11,2016,11.0891666666667,PG,FIGB_PA
12,2017,10.948375,PG,FIGB_PA
13,2018,11.1366666666667,PG,FIGB_PA
0,1995,13.921875,PH,FIGB_PA
1,1996,13.9895833333333,PH,FIGB_PA
2,1997,14.6145833333333,PH,FIGB_PA
3,1998,17.9845833333333,PH,FIGB_PA
4,1999,12.3081666666667,PH,FIGB_PA
5,2000,12.76725,PH,FIGB_PA
6,2001,13.3265416666667,PH,FIGB_PA
7,2002,8.68766666666667,PH,FIGB_PA
8,2003,8.71516666666667,PH,FIGB_PA
9,2004,10.2623333333333,PH,FIGB_PA
10,2005,8.66,PH,FIGB_PA
11,2006,7.38375,PH,FIGB_PA
12,2007,5.34025,PH,FIGB_PA
13,2014,2.727,PH,FIGB_PA
0,2001,10.6816666666667,PL,FIGB_PA
1,2002,7.35583333333333,PL,FIGB_PA
2,2003,5.7775,PL,FIGB_PA
3,2004,6.89666666666667,PL,FIGB_PA
4,2005,5.21833333333333,PL,FIGB_PA
5,2006,5.23166666666667,PL,FIGB_PA
6,2007,5.48416666666667,PL,FIGB_PA
7,2008,6.07166666666667,PL,FIGB_PA
8,2009,6.12,PL,FIGB_PA
9,2010,5.78166666666667,PL,FIGB_PA
10,2011,5.95583333333333,PL,FIGB_PA
11,2012,5,PL,FIGB_PA
12,2013,4.03361111111111,PL,FIGB_PA
13,2014,3.51583333333333,PL,FIGB_PA
14,2015,2.7016038882615,PL,FIGB_PA
15,2016,3.03583333333333,PL,FIGB_PA
16,2017,3.42,PL,FIGB_PA
17,2018,3.19833333333333,PL,FIGB_PA
18,2019,2.3475,PL,FIGB_PA
19,2020,1.49916666666667,PL,FIGB_PA
0,1995,11.465,PT,FIGB_PA
1,1996,8.55916666666667,PT,FIGB_PA
2,1997,6.35833333333333,PT,FIGB_PA
3,1998,4.8775,PT,FIGB_PA
4,1999,4.7775,PT,FIGB_PA
5,2000,5.595,PT,FIGB_PA
6,2001,5.1575,PT,FIGB_PA
7,2002,5.00666666666667,PT,FIGB_PA
8,2003,4.17833333333333,PT,FIGB_PA
9,2004,4.14333333333333,PT,FIGB_PA
10,2005,3.4375,PT,FIGB_PA
11,2006,3.915,PT,FIGB_PA
12,2007,4.42416666666667,PT,FIGB_PA
13,2008,4.5225,PT,FIGB_PA
14,2009,4.21083333333333,PT,FIGB_PA
15,2010,5.39583333333333,PT,FIGB_PA
16,2011,10.2408333333333,PT,FIGB_PA
17,2012,10.5475,PT,FIGB_PA
18,2013,6.29416666666667,PT,FIGB_PA
19,2014,3.75416666666667,PT,FIGB_PA
20,2015,2.42333333333333,PT,FIGB_PA
21,2016,3.1725,PT,FIGB_PA
22,2017,3.76166666666667,PT,FIGB_PA
0,2005,6.99222222222222,RO,FIGB_PA
1,2006,7.23,RO,FIGB_PA
2,2007,7.13833333333333,RO,FIGB_PA
3,2008,7.69583333333333,RO,FIGB_PA
4,2009,9.69416666666667,RO,FIGB_PA
5,2010,7.33666666666667,RO,FIGB_PA
6,2011,6.65083333333333,RO,FIGB_PA
7,2012,5.68583333333333,RO,FIGB_PA
8,2013,4.24833333333333,RO,FIGB_PA
9,2014,2.21041666666667,RO,FIGB_PA
10,2015,1.27416666666667,RO,FIGB_PA
11,2016,0.645833333333333,RO,FIGB_PA
12,2017,0.583523916666667,RO,FIGB_PA
13,2018,2.24583333333333,RO,FIGB_PA
14,2019,1.565,RO,FIGB_PA
15,2020,2.5825,RO,FIGB_PA
0,2005,7.84333333333333,RU,FIGB_PA
1,2006,6.735,RU,FIGB_PA
2,2007,6.5225,RU,FIGB_PA
3,2008,7.53416666666667,RU,FIGB_PA
4,2009,11.0916666666667,RU,FIGB_PA
5,2010,7.56833333333333,RU,FIGB_PA
6,2011,7.70666666666667,RU,FIGB_PA
7,2017,7.95722222222222,RU,FIGB_PA
8,2018,8.1875,RU,FIGB_PA
9,2019,7.69916666666667,RU,FIGB_PA
10,2020,6.58416666666667,RU,FIGB_PA
0,2012,6.25,SN,FIGB_PA
1,2013,6.28333333333333,SN,FIGB_PA
2,2014,6.25,SN,FIGB_PA
3,2015,5.9375,SN,FIGB_PA
0,1995,14.1516666666667,SC,FIGB_PA
1,1996,13.25,SC,FIGB_PA
2,1997,12.4,SC,FIGB_PA
3,1998,10.7716666666667,SC,FIGB_PA
4,1999,8.86083333333333,SC,FIGB_PA
5,2000,8.3725,SC,FIGB_PA
6,2001,8.24166666666667,SC,FIGB_PA
7,2002,8.19,SC,FIGB_PA
8,2003,7.25083333333333,SC,FIGB_PA
9,2004,6.16666666666667,SC,FIGB_PA
10,2005,6,SC,FIGB_PA
11,2006,6.33533333333333,SC,FIGB_PA
12,2007,7.12727017195767,SC,FIGB_PA
13,2008,7.25893353174603,SC,FIGB_PA
14,2009,7.78495833333333,SC,FIGB_PA
15,2010,8.24270833333333,SC,FIGB_PA
16,2011,8.21875,SC,FIGB_PA
17,2012,9,SC,FIGB_PA
18,2014,5.8125,SC,FIGB_PA
19,2015,5.5,SC,FIGB_PA
20,2016,5.05555555555556,SC,FIGB_PA
21,2017,5.64583333333333,SC,FIGB_PA
22,2018,6.25,SC,FIGB_PA
23,2019,6.3875,SC,FIGB_PA
24,2020,7.41220238095238,SC,FIGB_PA
0,1999,4.49666666666667,SG,FIGB_PA
1,2000,4.36833333333333,SG,FIGB_PA
2,2001,3.56,SG,FIGB_PA
3,2002,3.5275,SG,FIGB_PA
4,2003,2.92166666666667,SG,FIGB_PA
5,2004,3.23416666666667,SG,FIGB_PA
6,2005,2.91666666666667,SG,FIGB_PA
7,2006,3.36,SG,FIGB_PA
8,2007,2.8775,SG,FIGB_PA
9,2008,2.77666666666667,SG,FIGB_PA
10,2009,2.3675,SG,FIGB_PA
11,2010,2.37333333333333,SG,FIGB_PA
12,2011,2.09166666666667,SG,FIGB_PA
13,2012,1.4575,SG,FIGB_PA
14,2013,2.06416666666667,SG,FIGB_PA
15,2014,2.3625,SG,FIGB_PA
16,2015,2.44416666666667,SG,FIGB_PA
17,2016,2.04833333333333,SG,FIGB_PA
18,2017,2.15916666666667,SG,FIGB_PA
19,2018,2.4025,SG,FIGB_PA
20,2019,1.95083333333333,SG,FIGB_PA
21,2020,1.015,SG,FIGB_PA
0,2000,8.32,SK,FIGB_PA
1,2001,8.0425,SK,FIGB_PA
2,2002,6.935,SK,FIGB_PA
3,2003,4.98583333333333,SK,FIGB_PA
4,2004,5.02583333333333,SK,FIGB_PA
5,2005,3.52166666666667,SK,FIGB_PA
6,2006,4.41166666666667,SK,FIGB_PA
7,2007,4.49083333333333,SK,FIGB_PA
8,2008,4.72333333333333,SK,FIGB_PA
9,2009,4.70666666666667,SK,FIGB_PA
10,2010,3.87166666666667,SK,FIGB_PA
11,2011,4.415,SK,FIGB_PA
12,2012,4.5525,SK,FIGB_PA
13,2013,3.1875,SK,FIGB_PA
14,2014,2.07083333333333,SK,FIGB_PA
15,2015,0.885,SK,FIGB_PA
16,2016,0.543333333333333,SK,FIGB_PA
17,2017,1.0575,SK,FIGB_PA
0,2002,8.86416666666667,SI,FIGB_PA
1,2003,6.40166666666667,SI,FIGB_PA
2,2004,4.68333333333333,SI,FIGB_PA
3,2005,3.80666666666667,SI,FIGB_PA
4,2006,3.85333333333333,SI,FIGB_PA
5,2007,4.52916666666667,SI,FIGB_PA
6,2008,4.60666666666667,SI,FIGB_PA
7,2009,4.375,SI,FIGB_PA
8,2010,3.8325,SI,FIGB_PA
9,2011,4.97083333333333,SI,FIGB_PA
10,2012,5.80833333333333,SI,FIGB_PA
11,2013,5.81166666666667,SI,FIGB_PA
12,2014,3.27,SI,FIGB_PA
13,2015,1.705,SI,FIGB_PA
14,2016,1.14916666666667,SI,FIGB_PA
15,2017,0.993333333333333,SI,FIGB_PA
0,1995,13,SB,FIGB_PA
1,1996,11.5,SB,FIGB_PA
2,1997,11.75,SB,FIGB_PA
3,1998,12.5,SB,FIGB_PA
4,1999,8.33865326553191,SB,FIGB_PA
5,2000,6.95153768737588,SB,FIGB_PA
6,2001,6.95153768737588,SB,FIGB_PA
7,2002,6.95153768737588,SB,FIGB_PA
8,2003,6.95153768737588,SB,FIGB_PA
9,2004,4.98907159939229,SB,FIGB_PA
10,2005,2.99353791211355,SB,FIGB_PA
11,2006,3.24353791211355,SB,FIGB_PA
12,2007,3.24117930403785,SB,FIGB_PA
13,2008,3.24,SB,FIGB_PA
14,2009,3.24,SB,FIGB_PA
15,2010,3.24,SB,FIGB_PA
16,2011,3.24,SB,FIGB_PA
17,2012,3.24,SB,FIGB_PA
18,2013,3.24,SB,FIGB_PA
19,2014,3.24,SB,FIGB_PA
20,2015,3.24,SB,FIGB_PA
21,2016,3.24,SB,FIGB_PA
22,2017,3.24,SB,FIGB_PA
23,2018,3.24,SB,FIGB_PA
24,2019,3.24,SB,FIGB_PA
0,1995,16.1066666666667,ZA,FIGB_PA
1,1996,15.4833333333333,ZA,FIGB_PA
2,1997,14.6975,ZA,FIGB_PA
3,1998,15.1225,ZA,FIGB_PA
4,1999,14.9016666666667,ZA,FIGB_PA
5,2000,13.7866666666667,ZA,FIGB_PA
6,2001,11.4066666666667,ZA,FIGB_PA
7,2002,11.5008333333333,ZA,FIGB_PA
8,2003,9.61583333333333,ZA,FIGB_PA
9,2004,9.52666666666667,ZA,FIGB_PA
10,2005,8.06666666666667,ZA,FIGB_PA
11,2006,7.9375,ZA,FIGB_PA
12,2007,7.985,ZA,FIGB_PA
13,2008,9.1,ZA,FIGB_PA
14,2009,8.70333333333333,ZA,FIGB_PA
15,2010,8.615,ZA,FIGB_PA
16,2011,8.52,ZA,FIGB_PA
17,2012,7.9,ZA,FIGB_PA
18,2013,7.7225,ZA,FIGB_PA
19,2014,8.25,ZA,FIGB_PA
20,2015,8.16583333333333,ZA,FIGB_PA
21,2016,9.02083333333333,ZA,FIGB_PA
22,2017,9.06666666666667,ZA,FIGB_PA
23,2018,9.13083333333333,ZA,FIGB_PA
24,2019,9.0775,ZA,FIGB_PA
25,2020,10.1158333333333,ZA,FIGB_PA
0,1995,11.27,ES,FIGB_PA
1,1996,8.73666666666667,ES,FIGB_PA
2,1997,6.40166666666667,ES,FIGB_PA
3,1998,4.83333333333333,ES,FIGB_PA
4,1999,4.7275,ES,FIGB_PA
5,2000,5.52583333333333,ES,FIGB_PA
6,2001,5.11666666666667,ES,FIGB_PA
7,2002,4.95916666666667,ES,FIGB_PA
8,2003,4.12416666666667,ES,FIGB_PA
9,2004,4.10333333333333,ES,FIGB_PA
10,2005,3.3875,ES,FIGB_PA
11,2006,3.785,ES,FIGB_PA
12,2007,4.3075,ES,FIGB_PA
13,2008,4.36666666666667,ES,FIGB_PA
14,2009,3.97916666666667,ES,FIGB_PA
15,2010,4.25083333333333,ES,FIGB_PA
16,2011,5.44,ES,FIGB_PA
17,2012,5.845,ES,FIGB_PA
18,2013,4.56166666666667,ES,FIGB_PA
19,2014,2.72333333333333,ES,FIGB_PA
20,2015,1.73583333333333,ES,FIGB_PA
21,2016,1.39333333333333,ES,FIGB_PA
22,2017,1.555,ES,FIGB_PA
23,2018,1.4225,ES,FIGB_PA
24,2019,0.659166666666667,ES,FIGB_PA
25,2020,0.375,ES,FIGB_PA
0,2009,12.19,LK,FIGB_PA
1,2010,9.13,LK,FIGB_PA
2,2011,8.55,LK,FIGB_PA
3,2012,12.0833333333333,LK,FIGB_PA
4,2013,10.9683333333333,LK,FIGB_PA
5,2014,8.79,LK,FIGB_PA
6,2015,8.905,LK,FIGB_PA
7,2016,12.0583333333333,LK,FIGB_PA
8,2017,11.1504166666667,LK,FIGB_PA
9,2018,10.5425,LK,FIGB_PA
10,2019,10.46375,LK,FIGB_PA
0,1995,10.2425,SE,FIGB_PA
1,1996,8.0275,SE,FIGB_PA
2,1997,6.6225,SE,FIGB_PA
3,1998,4.98916666666667,SE,FIGB_PA
4,1999,4.98,SE,FIGB_PA
5,2000,5.3675,SE,FIGB_PA
6,2001,5.1075,SE,FIGB_PA
7,2002,5.30333333333333,SE,FIGB_PA
8,2003,4.63833333333333,SE,FIGB_PA
9,2004,4.425,SE,FIGB_PA
10,2005,3.38333333333333,SE,FIGB_PA
11,2006,3.705,SE,FIGB_PA
12,2007,4.1675,SE,FIGB_PA
13,2008,3.88833333333333,SE,FIGB_PA
14,2009,3.25,SE,FIGB_PA
15,2010,2.89333333333333,SE,FIGB_PA
16,2011,2.60583333333333,SE,FIGB_PA
17,2012,1.5925,SE,FIGB_PA
18,2013,2.12083333333333,SE,FIGB_PA
19,2014,1.72,SE,FIGB_PA
20,2015,0.719166666666667,SE,FIGB_PA
21,2016,0.54,SE,FIGB_PA
22,2017,0.615833333333333,SE,FIGB_PA
0,1998,3.04416666666667,CH,FIGB_PA
1,1999,3.04,CH,FIGB_PA
2,2000,3.92583333333333,CH,FIGB_PA
3,2001,3.38333333333333,CH,FIGB_PA
4,2002,3.2,CH,FIGB_PA
5,2003,2.66083333333333,CH,FIGB_PA
6,2004,2.74,CH,FIGB_PA
7,2005,2.09583333333333,CH,FIGB_PA
8,2006,2.5175,CH,FIGB_PA
9,2007,2.9275,CH,FIGB_PA
10,2008,2.89666666666667,CH,FIGB_PA
11,2009,2.20333333333333,CH,FIGB_PA
12,2010,1.63166666666667,CH,FIGB_PA
13,2011,1.47166666666667,CH,FIGB_PA
14,2012,0.646666666666667,CH,FIGB_PA
15,2013,0.949166666666667,CH,FIGB_PA
16,2014,0.6925,CH,FIGB_PA
17,2015,-0.0691666666666667,CH,FIGB_PA
18,2016,-0.3625,CH,FIGB_PA
19,2017,-0.0725,CH,FIGB_PA
20,2018,0.0325,CH,FIGB_PA
21,2019,-0.49,CH,FIGB_PA
22,2020,-0.525,CH,FIGB_PA
0,1999,7.939143675,TH,FIGB_PA
1,2000,6.58947700068424,TH,FIGB_PA
2,2001,5.46491173933333,TH,FIGB_PA
3,2002,4.79504319624883,TH,FIGB_PA
4,2003,3.45428107314878,TH,FIGB_PA
5,2004,4.86219905226039,TH,FIGB_PA
6,2005,5.00166666666667,TH,FIGB_PA
7,2006,5.385,TH,FIGB_PA
8,2007,4.59583333333333,TH,FIGB_PA
9,2008,4.5575,TH,FIGB_PA
10,2009,3.905,TH,FIGB_PA
11,2010,3.60416666666667,TH,FIGB_PA
12,2011,3.69333333333333,TH,FIGB_PA
13,2012,3.53333333333333,TH,FIGB_PA
14,2013,3.79964912878788,TH,FIGB_PA
15,2014,3.5725,TH,FIGB_PA
16,2015,2.73416666666667,TH,FIGB_PA
17,2016,2.1775,TH,FIGB_PA
18,2017,2.60333333333333,TH,FIGB_PA
19,2018,2.6875,TH,FIGB_PA
20,2019,2.05416666666667,TH,FIGB_PA
21,2020,1.33166666666667,TH,FIGB_PA
0,1995,8.20028333333333,GB,FIGB_PA
1,1996,7.81018333333333,GB,FIGB_PA
2,1997,7.05259166666667,GB,FIGB_PA
3,1998,5.55095833333333,GB,FIGB_PA
4,1999,5.093525,GB,FIGB_PA
5,2000,5.328975,GB,FIGB_PA
6,2001,4.9295,GB,FIGB_PA
7,2002,4.89424166666667,GB,FIGB_PA
8,2003,4.52659166666667,GB,FIGB_PA
9,2004,4.88226666666667,GB,FIGB_PA
10,2005,4.41389166666667,GB,FIGB_PA
11,2006,4.501675,GB,FIGB_PA
12,2007,5.011275,GB,FIGB_PA
13,2008,4.590725,GB,FIGB_PA
14,2009,3.64751666666667,GB,FIGB_PA
15,2010,3.624425,GB,FIGB_PA
16,2011,3.13599166666667,GB,FIGB_PA
17,2012,1.91804166666667,GB,FIGB_PA
18,2013,2.38978333333333,GB,FIGB_PA
19,2014,2.56908333333333,GB,FIGB_PA
20,2015,1.90103333333333,GB,FIGB_PA
21,2016,1.30520833333333,GB,FIGB_PA
22,2017,1.2781,GB,FIGB_PA
23,2018,1.3125,GB,FIGB_PA
24,2019,0.8308,GB,FIGB_PA
25,2020,0.3224,GB,FIGB_PA
0,1995,6.58,US,FIGB_PA
1,1996,6.43833333333333,US,FIGB_PA
2,1997,6.3525,US,FIGB_PA
3,1998,5.26416666666667,US,FIGB_PA
4,1999,5.63666666666667,US,FIGB_PA
5,2000,6.02916666666667,US,FIGB_PA
6,2001,5.0175,US,FIGB_PA
7,2002,4.61083333333333,US,FIGB_PA
8,2003,4.015,US,FIGB_PA
9,2004,4.27416666666667,US,FIGB_PA
10,2005,4.29,US,FIGB_PA
11,2006,4.79166666666667,US,FIGB_PA
12,2007,4.62916666666667,US,FIGB_PA
13,2008,3.66666666666667,US,FIGB_PA
14,2009,3.25666666666667,US,FIGB_PA
15,2010,3.21416666666667,US,FIGB_PA
16,2011,2.78583333333333,US,FIGB_PA
17,2012,1.8025,US,FIGB_PA
18,2013,2.35083333333333,US,FIGB_PA
19,2014,2.54083333333333,US,FIGB_PA
20,2015,2.13583333333333,US,FIGB_PA
21,2016,1.84166666666667,US,FIGB_PA
22,2017,2.33,US,FIGB_PA
23,2018,2.91,US,FIGB_PA
24,2019,2.14416666666667,US,FIGB_PA
25,2020,0.894166666666667,US,FIGB_PA
0,1995,8,VU,FIGB_PA
1,1996,8,VU,FIGB_PA
2,1997,8,VU,FIGB_PA
3,1998,8,VU,FIGB_PA
4,1999,8.5,VU,FIGB_PA
5,2000,8.5,VU,FIGB_PA
6,2001,8.5,VU,FIGB_PA
7,2002,8.5,VU,FIGB_PA
8,2003,8.5,VU,FIGB_PA
9,2004,8.5,VU,FIGB_PA
10,2005,8.5,VU,FIGB_PA
11,2006,8.5,VU,FIGB_PA
12,2007,8.58333333333333,VU,FIGB_PA
13,2008,8.5,VU,FIGB_PA
14,2009,8.4475,VU,FIGB_PA
15,2010,8.2375,VU,FIGB_PA
16,2011,7.9125,VU,FIGB_PA
17,2012,7.63916666666667,VU,FIGB_PA
18,2013,7.81833333333333,VU,FIGB_PA
19,2014,7.81151212121212,VU,FIGB_PA
20,2015,7.80327677070707,VU,FIGB_PA
21,2016,7.69681818181818,VU,FIGB_PA
22,2017,7.58,VU,FIGB_PA
23,2018,7.58916666666667,VU,FIGB_PA
24,2019,7.59,VU,FIGB_PA
25,2020,7.12,VU,FIGB_PA
0,1999,31.1225,VE,FIGB_PA
1,2000,21.0316666666667,VE,FIGB_PA
2,2001,22.1166666666667,VE,FIGB_PA
3,2002,38.5083333333333,VE,FIGB_PA
4,2003,32.1525,VE,FIGB_PA
5,2004,15.5682804978815,VE,FIGB_PA
6,2005,12.9275,VE,FIGB_PA
7,2006,7.80944444444444,VE,FIGB_PA
8,2007,9.55,VE,FIGB_PA
9,2008,14.47,VE,FIGB_PA
10,2009,12.83875,VE,FIGB_PA
11,2010,15.5283333333333,VE,FIGB_PA
12,2011,17.5154166666667,VE,FIGB_PA
13,2012,16.7575,VE,FIGB_PA
14,2013,15.2649646825397,VE,FIGB_PA
15,2014,15.1081888888889,VE,FIGB_PA
16,2015,15.3866375,VE,FIGB_PA
17,2016,14.8043442669875,VE,FIGB_PA
18,2017,12.9466666666667,VE,FIGB_PA
